"real","n_retained","statistic","scored"
736,10,0.413193353442824,TRUE
737,13,0.602128926918412,TRUE
738,10,0.627107230155202,TRUE
739,7,0.487787150976769,TRUE
740,4,NA,FALSE
741,9,0.705720047649955,TRUE
742,6,0.699274888372934,TRUE
743,9,0.643017361222062,TRUE
744,12,0.456570923431264,TRUE
745,10,0.485483421981491,TRUE
746,7,0.34437872123867,TRUE
747,12,0.611102382707715,TRUE
748,9,0.695566364452682,TRUE
749,8,0.545439811337583,TRUE
750,5,0.165612275880601,TRUE
751,10,0.397998978711215,TRUE
752,9,0.440573535402434,TRUE
753,10,0.640859260346979,TRUE
754,12,0.621996217512593,TRUE
755,7,0.410824812166624,TRUE
756,9,0.339210296567753,TRUE
757,9,0.371477777923783,TRUE
758,10,0.411863348024024,TRUE
759,9,0.411271520422932,TRUE
760,6,0.478921224111596,TRUE
761,6,0.311678331248323,TRUE
762,11,0.40000727156666,TRUE
763,7,0.702600677373213,TRUE
764,4,NA,FALSE
765,12,0.548874636295238,TRUE
766,7,0.382265880363044,TRUE
767,10,0.286165512601884,TRUE
768,10,0.288242618653921,TRUE
769,8,0.359122325039992,TRUE
770,7,0.530371722794625,TRUE
771,10,0.390415170849246,TRUE
772,12,0.439859228023253,TRUE
773,10,0.679420054087847,TRUE
774,12,0.524972231728726,TRUE
775,6,0.81105887298128,TRUE
776,6,0.631129355952652,TRUE
777,11,0.711085768339714,TRUE
778,11,0.671510434298163,TRUE
779,8,0.475253936139826,TRUE
780,10,0.457683924651273,TRUE
781,7,0.558171175822519,TRUE
782,8,0.411244258043061,TRUE
783,10,0.467840225140535,TRUE
784,10,0.714311962555124,TRUE
785,9,0.396395335754453,TRUE
786,8,0.401920313860432,TRUE
787,9,0.692194895518015,TRUE
788,9,0.414144999852064,TRUE
789,13,0.308301263971942,TRUE
790,12,0.50074821663119,TRUE
791,14,0.543448506312536,TRUE
792,12,0.534613028154065,TRUE
793,12,0.716286265220787,TRUE
794,9,0.624020975091812,TRUE
795,9,0.333681286861042,TRUE
796,11,0.505154079198055,TRUE
797,10,0.391898880395517,TRUE
798,12,0.656243981348729,TRUE
799,12,0.494147722716281,TRUE
800,11,0.516735804446465,TRUE
801,13,0.499963752201245,TRUE
802,9,0.759932921267819,TRUE
803,12,0.532215943904431,TRUE
804,9,0.737479252598756,TRUE
805,3,NA,FALSE
806,10,0.728325741879163,TRUE
807,5,0.437804019758006,TRUE
808,11,0.622768050156072,TRUE
809,15,0.515855749552844,TRUE
810,15,0.623603586910128,TRUE
811,12,0.337730933714541,TRUE
812,9,0.368719086097575,TRUE
813,4,NA,FALSE
814,5,0.734495847423516,TRUE
815,18,0.552001751141061,TRUE
816,9,0.587017180398244,TRUE
817,13,0.587160831709123,TRUE
818,12,0.406572381240031,TRUE
819,9,0.382584842928858,TRUE
820,9,0.483127414968658,TRUE
821,9,0.351967007058782,TRUE
822,9,0.661985683407182,TRUE
823,13,0.722404764224098,TRUE
824,4,NA,FALSE
825,7,0.412709497918476,TRUE
826,12,0.582109643384049,TRUE
